Timestamp,Ticker,Tipo,Precio,Score_Entrada,Motivo_Salida,Resultado_USD,Resultado_Porc,Balance_Post
2025-08-16 00:49:54,BTC-USD,Entrada,117536.9921875,3,,,,100.0
2025-08-16 00:49:54,ETH-USD,Entrada,4429.30419921875,3,,,,100.0
2025-08-16 00:49:54,BNB-USD,Entrada,832.2899780273438,3,,,,100.0
2025-08-16 00:49:54,ADA-USD,Entrada,0.9605632424354553,3,,,,100.0
2025-08-16 00:49:54,XRP-USD,Entrada,3.106870412826538,3,,,,100.0
2025-08-16 00:49:55,SOL-USD,Entrada,187.0876007080078,4,,,,100.0
2025-08-16 00:49:55,DOT-USD,Entrada,3.9098854064941406,4,,,,100.0
2025-08-16 00:49:55,DOGE-USD,Entrada,0.2309708148241043,4,,,,100.0
2025-08-16 00:49:55,AVAX-USD,Entrada,23.756431579589844,4,,,,100.0
2025-08-16 00:49:56,MATIC-USD,Entrada,0.21641500294208527,1.5,,,,100.0
2025-08-16 04:32:05,ADA-USD,Salida,0.9125350803136825,,SL,-0.5,-5.0,99.5
2025-08-16 04:32:07,ADA-USD,Entrada,0.9118762016296387,3,,,,99.5
